# CSV file produced by Simufact Forming 2022
# Date of creation: 15.01.2025 17:24:10
#
# Units in this file
# Size of dimension one: - [-]
# Force: Kilonewton [kN]
# Length: Millimeter [mm]
# Velocity: Millimeters per second [mm/s]
# Temperature: Degrees Celsius [¡ÆC]
# Time: Second [s]
# Density: Kilograms per cubic meter [kg/m©ø]
# Stress: Megapascal [MPa]
# Heat transfer coefficient: W/(m©÷¡¤K) [W/(m©÷¡¤K)]
# Strain rate: 1/s [1/s]
# Temperature gradient: Kelvin per meter [K/m]
Increment; Time [s]; Stroke [mm]; PointID; x [mm]; y [mm]; z [mm]; Effective plastic strain [-]; Equivalent stress [MPa]; Equivalent stress [MPa]; Temperature [¡ÆC]; Contact [-]; Effective plastic strain rate [1/s]; Contact pressure [MPa]; Contact pressure [MPa]; Material flow (absolute value) [mm/s]; Flow defects [-]; Flow defects zones [-]; Element density [kg/m©ø]; Flow stress [MPa]; X temperature gradient [K/m]; Y temperature gradient [K/m]; Z temperature gradient [K/m]; Temperature gradient [K/m]; Total displacement [mm]; Total displacement [mm]; X displacement [mm]; Y displacement [mm]; Z displacement [mm]; Axial displacement [mm]; Radial displacement [mm]; Tangential displacement [mm]; X velocity [mm/s]; Y velocity [mm/s]; Z velocity [mm/s]; Radial velocity [mm/s]; Tangential velocity [mm/s]; Total displacement normal direction [mm]; Total displacement normal direction [mm]; Equivalent elastic strain [-]; Maximum principal plastic strain [-]; Intermediate principal plastic strain [-]; Minimum principal plastic strain [-]; X plastic strain [-]; Y plastic strain [-]; Z plastic strain [-]; XY plastic strain [-]; YZ plastic strain [-]; ZX plastic strain [-]; Axial plastic strain [-]; Radial plastic strain [-]; Tangential plastic strain [-]; X thermal strain [-]; Y thermal strain [-]; Z thermal strain [-]; Maximum principal stress [MPa]; Intermediate principal stress [MPa]; Minimum principal stress [MPa]; Mean normal stress [MPa]; Mean normal stress [MPa]; Triaxiality [-]; Stress vector (absolute value) [MPa]; X stress [MPa]; Y stress [MPa]; Z stress [MPa]; XY shear stress [MPa]; YZ shear stress [MPa]; ZX shear stress [MPa]; Axial stress [MPa]; Radial stress [MPa]; Tangential stress [MPa]; Friction ratio [-]; Friction stress [MPa]; Friction stress [MPa]; X friction stress [MPa]; Y friction stress [MPa]; Z friction stress [MPa]; Radial friction stress [MPa]; Tangential friction stress [MPa]; X contact pressure [MPa]; Y contact pressure [MPa]; Z contact pressure [MPa]; Radial contact pressure [MPa]; Tangential contact pressure [MPa]; X nodal reaction force [kN]; Y nodal reaction force [kN]; Z nodal reaction force [kN]; Grain size in m-6 [-]; ASTM grain size number [-]; Contact heat transfer coefficient [W/(m©÷¡¤K)]; Arc Displacement X [mm]; Surface normal y [-]; Surface normal vector (absolute value) [-]; Die Life (Nf) [-]; Die Life cycle [-]; VOID [-]; Surface normal z [-]; Surface normal x [-]; Arc Displacement Z [mm]; Arc Displacement Y [mm]
-1;0;0;1;50.7263;8.43376e-82;30.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;2;48.7402;1.68675e-81;30.3347;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;3;48.9706;0;28.2532;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;4;51.2143;0;28.0223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;5;31.3192;0;29.6625;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;6;33.562;0;29.687;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;7;31.4632;0;27.3364;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;8;33.6936;0;27.5451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;9;31.0888;0;-0.122334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;10;33.1471;0;-0.0689805;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;11;31.6343;0;-2.46256;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-1;0;0;12;33.4879;0;-2.1718;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
0;0;0;1;50.7263;8.43376e-82;30.3;3.12074;20.0913;20.0913;1120.68;0;0;0;0;0;0;0;7850;42.1595;-820.215;0;15152.9;15175;54.4636;54.4636;35.6138;0;-41.0904;-41.0904;35.6138;0;0;0;0;0;0;0;0;0.000244702;1.22485;0.541988;-1.76684;0.524187;1.22485;-1.74904;0;0;0.403891;-1.74904;0.524187;1.22485;0.000441651;0.000441651;0.000441651;1.41604;-12.0167;-13.7654;-8.12201;-8.12201;-0.404255;17.9312;-13.2765;-12.0167;0.927212;0;0;2.67996;0.927212;-13.2765;-12.0167;0;0;0;0;0;0;0;0;0;0;0;0;0;1.31294e-05;0;5.3703e-05;12.2631;10.0968;0;0;0;0;158971;3362.15;-0.211614;0;0;0;0
0;0;0;2;48.7402;1.68675e-81;30.3347;3.4123;21.0051;21.0051;1121.42;0;0;0;0;0;0;0;7850;42.1989;520.407;0;17037.8;17045.8;52.4336;52.4336;34.4841;0;-39.3023;-39.3023;34.4841;0;0;0;0;0;0;0;0;0.000231484;1.21841;0.654053;-1.87246;0.653204;1.21841;-1.87161;0;0;0.0925717;-1.87161;0.653204;1.21841;0.000479697;0.000479697;0.000479697;1.39335;-2.80698;-13.2586;-4.89074;-4.89074;-0.232836;12.5286;-12.2054;-2.80698;0.340112;0;0;3.78454;0.340112;-12.2054;-2.80698;0;0;0;0;0;0;0;0;0;0;0;0;0;5.87726e-06;0;0.000109957;12.2638;10.0973;0;0;0;0;157639;3377.4;-0.458459;0;0;0;0
0;0;0;3;48.9706;0;28.2532;3.2056;49.9463;49.9463;1073.19;0;0;0;0;0;0;0;7850;52.2101;4040.64;0;28858.6;29140.1;41.2185;41.2185;33.9296;0;-23.3192;-23.3192;33.9296;0;0;0;0;0;0;0;0;0.000337267;1.15598;0.801414;-1.95739;0.623594;1.15598;-1.77957;0;0;-1.35492;-1.77957;0.623594;1.15598;-0.000502826;-0.000502826;-0.000502826;58.0237;22.3726;3.92225;28.1062;28.1062;0.562728;62.2421;22.1369;58.0237;4.158;0;0;-2.07223;4.158;22.1369;58.0237;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000415528;0;-0.000285115;10.7816;10.4731;0;0;0;0;131709;3674.3;-0.272907;0;0;0;0
0;0;0;4;51.2143;0;28.0223;3.11073;52.1646;52.1646;1070.18;0;0;0;0;0;0;0;7850;52.3818;344.623;0;27356.7;27358.9;43.4505;43.4505;35.6951;0;-24.7351;-24.7351;35.6951;0;0;0;0;0;0;0;0;0.000321306;1.17949;0.737575;-1.91707;0.431613;1.17949;-1.6111;0;0;-1.69541;-1.6111;0.431613;1.17949;-0.000536703;-0.000536703;-0.000536703;57.344;26.9499;-2.13169;27.3874;27.3874;0.525018;63.038;26.1475;57.344;-1.32934;0;0;-4.76337;-1.32934;26.1475;57.344;0;0;0;0;0;0;0;0;0;0;0;0;0;5.24041e-05;0;-0.000244377;10.7462;10.4785;0;0;0;0;130408;3689.2;-0.204915;0;0;0;0
0;0;0;5;31.3192;0;29.6625;4.48553;17.1572;17.1572;1215.51;0;0;0;0;0;0;0;7850;27.7297;-8054.94;0;8406.64;11642.7;45.319;45.319;20.2279;0;-40.541;-40.541;20.2279;0;0;0;0;0;0;0;0;0.000346412;1.10026;0.568675;-1.66894;-1.65114;1.10026;0.550878;0;0;-0.397519;0.550878;-1.65114;1.10026;0.00242131;0.00242131;0.00242131;2.53206;-10.7193;-14.8045;-7.6639;-7.6639;-0.446688;15.8962;-4.07594;-14.8045;-4.1113;0;0;6.62566;-4.1113;-4.07594;-14.8045;0;0;0;0;0;0;0;0;0;0;0;0;0;8.66033e-07;0;-5.75587e-07;15.4296;9.43293;0;0;0;0;163697;3308.04;-2.52165;0;0;0;0
0;0;0;6;33.562;0;29.687;3.15515;10.4575;10.4575;1192.28;0;0;0;0;0;0;0;7850;29.4067;-12494.1;0;12535;17698.3;32.6161;32.6161;23.3495;0;-22.6824;-22.6824;23.3495;0;0;0;0;0;0;0;0;0.000250931;1.20558;0.624645;-1.83023;-0.164361;1.20558;-1.04122;0;0;2.29293;-1.04122;-0.164361;1.20558;0.00167904;0.00167904;0.00167904;-8.74454;-11.2615;-19.4616;-13.1559;-13.1559;-1.25803;24.1147;-11.1532;-19.4616;-8.85285;0;0;0.510767;-8.85285;-11.1532;-19.4616;0;0;0;0;0;0;0;0;0;0;0;0;0;7.82435e-07;0;1.37824e-07;14.6414;9.58482;0;0;0;0;178518;3138.33;-0.235487;0;0;0;0
0;0;0;7;31.4632;0;27.3364;3.17198;13.6409;13.6409;1191.17;0;0;0;0;0;0;0;7850;29.4792;-12874.7;0;10988.6;16926.5;31.1032;31.1032;22.2785;0;-21.6823;-21.6823;22.2785;0;0;0;0;0;0;0;0;0.000310147;1.26156;0.85572;-2.11728;-1.34721;1.26156;0.0856475;0;0;2.60493;0.0856475;-1.34721;1.26156;0.00183801;0.00183801;0.00183801;-0.921262;-8.0483;-15.7759;-8.24848;-8.24848;-0.604687;17.5065;-7.43214;-15.7759;-1.53742;0;0;-2.00293;-1.53742;-7.43214;-15.7759;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.6599e-07;0;-4.57953e-07;14.5965;9.59345;0;0;0;0;170562;3229.43;-0.247647;0;0;0;0
0;0;0;8;33.6936;0;27.5451;2.54455;14.4376;14.4376;1156.78;0;0;0;0;0;0;0;7850;35.6251;-20405.9;0;17744.2;27041.8;24.6156;24.6156;21.7614;0;-11.4536;-11.4536;21.7614;0;0;0;0;0;0;0;0;0.000255404;1.0622;0.180991;-1.24319;-0.254126;1.0622;-0.808075;0;0;1.31204;-0.808075;-0.254126;1.0622;0.00107434;0.00107434;0.00107434;-9.39068;-16.543;-24.6932;-16.8756;-16.8756;-1.16887;30.8364;-14.5243;-24.6932;-11.4094;0;0;-3.21921;-11.4094;-14.5243;-24.6932;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.80727e-06;0;1.14053e-06;13.4436;9.83209;0;0;0;0;168863;3248.88;0.0235906;0;0;0;0
0;0;0;9;31.0888;0;-0.122334;2.75139;43.768;43.768;961.331;0;0;0;0;0;0;0;7850;80.1111;14853.8;0;25081.4;29149.9;13.6092;13.6092;11.0314;0;-7.85422;-7.85422;11.0314;0;0;0;0;0;0;0;0;0.000941469;0.929978;0.412143;-1.34212;0.0211913;0.412143;-0.433335;0;0;2.22617;-0.433335;0.0211913;0.412143;-0.00279076;-0.00279076;-0.00279076;55.8535;48.8033;10.9377;38.5315;38.5315;0.880357;70.2198;26.2161;55.8535;33.5249;0;0;-18.5768;33.5249;26.2161;55.8535;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7187e-06;0;2.8704e-07;7.75004;11.4223;0;0;0;0;135662;3629.04;-0.0296024;0;0;0;0
0;0;0;10;33.1471;0;-0.0689805;1.84156;46.7295;46.7295;968.868;0;0;0;0;0;0;0;7850;77.9602;-7988.46;0;17727.5;19444.2;19.5617;19.5617;13.06;0;-14.5252;-14.5252;13.06;0;0;0;0;0;0;0;0;0.000622442;0.562791;0.524905;-1.0877;-1.05356;0.524905;0.528652;0;0;0.469813;0.528652;-1.05356;0.524905;-0.00243762;-0.00243762;-0.00243762;73.399;42.3445;21.1484;45.6306;45.6306;0.976485;86.922;23.0183;73.399;40.4746;0;0;6.01153;40.4746;23.0183;73.399;0;0;0;0;0;0;0;0;0;0;0;0;0;6.68442e-08;0;3.17861e-06;7.92572;11.3563;0;0;0;0;133702;3651.48;0.0620927;0;0;0;0
0;0;0;11;31.6343;0;-2.46256;1.19066;30.5277;30.5277;915.724;0;0;0;0;0;0;0;7850;94.3563;17303.1;0;28168.8;33058.7;17.1434;17.1434;10.6903;0;-13.401;-13.401;10.6903;0;0;0;0;0;0;0;0;0.000666867;0.504048;0.424919;-0.928967;-0.912045;0.424919;0.487126;0;0;-0.309597;0.487126;-0.912045;0.424919;-0.00352803;-0.00352803;-0.00352803;49.7963;24.61;20.0394;31.4819;31.4819;1.03126;58.7961;20.5509;24.61;49.2848;0;0;3.8678;49.2848;20.5509;24.61;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74459e-07;0;-1.33128e-06;6.61585;11.8778;0;0;0;0;146447;3505.55;0.102203;0;0;0;0
0;0;0;12;33.4879;0;-2.1718;1.06193;35.4132;35.4132;928.207;0;0;0;0;0;0;0;7850;90.5229;-9628.13;0;21301.5;23376.4;21.0816;21.0816;12.4366;0;-17.0199;-17.0199;12.4366;0;0;0;0;0;0;0;0;0.000532111;0.487306;0.448645;-0.935951;-0.73497;0.487306;0.247664;0;0;-0.975468;0.247664;-0.73497;0.487306;-0.00335293;-0.00335293;-0.00335293;42.778;38.9763;6.09329;29.2825;29.2825;0.826882;54.2207;15.6685;42.778;29.401;0;0;-14.9391;29.401;15.6685;42.778;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.26358e-07;0;1.47526e-07;6.91775;11.7487;0;0;0;0;142003;3556.43;0.132332;0;0;0;0
6;0.000338957;1.05022;1;50.7262;8.43376e-82;30.2944;3.12074;20.0737;20.0737;1120.65;0;0;0;0;10.2557;0;0;7850;42.1651;-819.8;0;15152.4;15174.6;54.4679;54.4679;35.6138;0;-41.0961;-41.0961;35.6138;0;-0.0662861;0;-10.2555;-0.0662861;0;0;0;0.000244546;1.22485;0.541987;-1.76684;0.524183;1.22485;-1.74903;0;0;0.40393;-1.74903;0.524183;1.22485;0.000441039;0.000441039;0.000441039;1.41382;-11.9967;-13.7343;-8.10573;-8.10573;-0.403799;17.8934;-13.2438;-11.9967;0.923329;0;0;2.68132;0.923329;-13.2438;-11.9967;0;0;0;0;0;0;0;0;0;0;0;0;0;5.45212e-06;0;-1.5043e-06;12.2621;10.097;0;-2.52458e-05;0;0;158997;3361.85;-0.211614;0;0;-0.00564626;0
6;0.000338957;1.05022;2;48.7401;1.68675e-81;30.329;3.4123;20.9991;20.9991;1121.38;0;0;0;0;10.3027;0;0;7850;42.2048;521.281;0;17037.1;17045;52.4378;52.4378;34.4841;0;-39.3079;-39.3079;34.4841;0;-0.0646121;0;-10.3025;-0.0646121;0;0;0;0.000231363;1.21841;0.654052;-1.87246;0.653203;1.21841;-1.87161;0;0;0.0926119;-1.87161;0.653203;1.21841;0.000479069;0.000479069;0.000479069;1.39734;-2.78485;-13.2319;-4.87315;-4.87315;-0.232065;12.4928;-12.1737;-2.78485;0.339126;0;0;3.7896;0.339126;-12.1737;-2.78485;0;0;0;0;0;0;0;0;0;0;0;0;0;7.60897e-06;0;-2.10597e-06;12.2628;10.0976;0;-2.47605e-05;0;0;157648;3377.3;-0.458459;0;0;-0.00566265;0
6;0.000338957;1.05022;3;48.9706;0;28.2475;3.2056;49.9475;49.9475;1073.16;0;4.72974e-05;0;0;10.2917;0;0;7850;52.2132;4040.62;0;28838.5;29120.2;41.2217;41.2217;33.9296;0;-23.3248;-23.3248;33.9296;0;-0.0176174;0;-10.2917;-0.0176174;0;0;0;0.000337426;1.15598;0.801414;-1.9574;0.623605;1.15598;-1.77959;0;0;-1.35488;-1.77959;0.623605;1.15598;-0.000503098;-0.000503098;-0.000503098;58.041;22.4429;3.91837;28.1341;28.1341;0.563273;62.2831;22.2077;58.041;4.15358;0;0;-2.07409;4.15358;22.2077;58.041;0;0;0;0;0;0;0;0;0;0;0;0;0;7.45281e-06;0;7.8888e-05;10.7812;10.4732;0;-8.31053e-06;0;0;131708;3674.31;-0.272907;0;0;-0.00565896;0
6;0.000338957;1.05022;4;51.2143;0;28.0167;3.11073;52.1698;52.1698;1070.16;0;0.000107937;0;0;10.2375;0;0;7850;52.3842;347.662;0;27329;27331.2;43.4537;43.4537;35.6951;0;-24.7408;-24.7408;35.6951;0;-0.010114;0;-10.2375;-0.010114;0;0;0;0.000321635;1.17949;0.737575;-1.91707;0.431628;1.17949;-1.61112;0;0;-1.69538;-1.61112;0.431628;1.17949;-0.000536914;-0.000536914;-0.000536914;57.3449;27.0127;-2.13883;27.4063;27.4063;0.525328;63.0653;26.2107;57.3449;-1.33682;0;0;-4.76827;-1.33682;26.2107;57.3449;0;0;0;0;0;0;0;0;0;0;0;0;0;6.34751e-06;0;-7.35494e-06;10.7459;10.4786;0;-5.62959e-06;0;0;130405;3689.23;-0.204915;0;0;-0.00564002;0
6;0.000338957;1.05022;5;31.3192;0;29.6568;4.48553;17.1364;17.1364;1215.49;0;0;0;0;10.5243;0;0;7850;27.7297;-8052.61;0;8404.52;11639.6;45.3242;45.3242;20.2278;0;-40.5467;-40.5467;20.2278;0;-0.028604;0;-10.5242;-0.028604;0;0;0;0.000346307;1.10026;0.568675;-1.66894;-1.65114;1.10026;0.550878;0;0;-0.397528;0.550878;-1.65114;1.10026;0.00242088;0.00242088;0.00242088;2.50945;-10.709;-14.8073;-7.66896;-7.66896;-0.447526;15.902;-4.08004;-14.8073;-4.11953;0;0;6.60921;-4.11953;-4.08004;-14.8073;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.43035e-09;0;1.08447e-09;15.4289;9.43308;0;-1.34247e-05;0;0;163733;3307.62;-2.52165;0;0;-0.00574231;0
6;0.000338957;1.05022;6;33.5619;0;29.6812;3.15515;10.4527;10.4527;1192.25;0;0;0;0;10.511;0;0;7850;29.4105;-12497.2;0;12532.9;17698.9;32.6201;32.6201;23.3495;0;-22.6881;-22.6881;23.3495;0;-0.0319415;0;-10.511;-0.0319415;0;0;0;0.000250992;1.20558;0.624645;-1.83023;-0.164367;1.20558;-1.04122;0;0;2.29293;-1.04122;-0.164367;1.20558;0.00167858;0.00167858;0.00167858;-8.74775;-11.2549;-19.4573;-13.1533;-13.1533;-1.25836;24.11;-11.1525;-19.4573;-8.85013;0;0;0.496205;-8.85013;-11.1525;-19.4573;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.81524e-09;0;1.51527e-10;14.6406;9.58498;0;-1.44432e-05;0;0;178531;3138.18;-0.235487;0;0;-0.00573707;0
6;0.000338957;1.05022;7;31.4632;0;27.3306;3.17198;13.6284;13.6284;1191.15;0;0;0;0;10.5197;0;0;7850;29.4823;-12873.3;0;10988.3;16925.2;31.1072;31.1072;22.2785;0;-21.688;-21.688;22.2785;0;-0.0128759;0;-10.5197;-0.0128759;0;0;0;0.000310169;1.26156;0.85572;-2.11728;-1.34721;1.26156;0.0856534;0;0;2.60492;0.0856534;-1.34721;1.26156;0.00183763;0.00183763;0.00183763;-0.921393;-8.0477;-15.7605;-8.24319;-8.24319;-0.604854;17.49;-7.42444;-15.7605;-1.54466;0;0;-2.01324;-1.54466;-7.42444;-15.7605;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.97114e-09;0;-1.74639e-08;14.5959;9.59358;0;-7.62334e-06;0;0;170590;3229.11;-0.247647;0;0;-0.00574083;0
6;0.000338957;1.05022;8;33.6936;0;27.5394;2.54455;14.4251;14.4251;1156.76;0;0;0;0;10.5074;0;0;7850;35.6289;-20409.9;0;17743.6;27044.4;24.6182;24.6182;21.7614;0;-11.4594;-11.4594;21.7614;0;-0.0165538;0;-10.5074;-0.0165538;0;0;0;0.000255368;1.0622;0.180991;-1.24319;-0.25413;1.0622;-0.808072;0;0;1.31204;-0.808072;-0.25413;1.0622;0.00107391;0.00107391;0.00107391;-9.37512;-16.5137;-24.6621;-16.8503;-16.8503;-1.16813;30.7923;-14.4989;-24.6621;-11.39;0;0;-3.21303;-11.39;-14.4989;-24.6621;0;0;0;0;0;0;0;0;0;0;0;0;0;8.32453e-09;0;1.93546e-09;13.4429;9.83225;0;-8.78625e-06;0;0;168889;3248.58;0.0235906;0;0;-0.00573583;0
6;0.000338957;1.05022;9;31.0889;0;-0.128065;2.75139;44.0015;44.0015;961.301;0;0;0;0;10.4811;0;0;7850;80.1202;14845.3;0;25073.3;29138.6;13.6125;13.6125;11.0314;0;-7.85995;-7.85995;11.0314;0;-0.0851795;0;-10.4807;-0.0851795;0;0;0;0.000942379;0.929978;0.412143;-1.34212;0.0211882;0.412143;-0.433332;0;0;2.22617;-0.433332;0.0211882;0.412143;-0.00279134;-0.00279134;-0.00279134;55.9439;48.9177;10.7984;38.5533;38.5533;0.876182;70.2896;26.1229;55.9439;33.5932;0;0;-18.6901;33.5932;26.1229;55.9439;0;0;0;0;0;0;0;0;0;0;0;0;0;1.90125e-07;0;1.69451e-07;7.74928;11.4226;0;8.52851e-06;0;0;135503;3630.86;-0.0296024;0;0;-0.00573121;0
6;0.000338957;1.05022;10;33.1471;0;-0.0747117;1.84156;46.7955;46.7955;968.833;0;0;0;0;10.506;0;0;7850;77.9703;-7981.15;0;17723.6;19437.7;19.5659;19.5659;13.06;0;-14.531;-14.531;13.06;0;-0.094966;0;-10.5055;-0.094966;0;0;0;0.000622837;0.562791;0.524905;-1.0877;-1.05356;0.524905;0.528652;0;0;0.469809;0.528652;-1.05356;0.524905;-0.00243826;-0.00243826;-0.00243826;73.4975;42.3548;21.176;45.6761;45.6761;0.97608;87.0257;23.0045;73.4975;40.5264;0;0;5.94827;40.5264;23.0045;73.4975;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.66117e-07;0;-1.67027e-07;7.92488;11.3566;0;5.32819e-06;0;0;133660;3651.97;0.0620927;0;0;-0.00573127;0
6;0.000338957;1.05022;11;31.6343;0;-2.4683;1.19066;30.5568;30.5568;915.697;0;0;0;0;10.488;0;0;7850;94.3637;17300.9;0;28158.5;33048.8;17.1479;17.1479;10.6903;0;-13.4068;-13.4068;10.6903;0;-0.123412;0;-10.4873;-0.123412;0;0;0;0.000666993;0.504048;0.424919;-0.928967;-0.912045;0.424919;0.487126;0;0;-0.309597;0.487126;-0.912045;0.424919;-0.0035285;-0.0035285;-0.0035285;49.8377;24.6989;20.0037;31.5134;31.5134;1.03131;58.8533;20.5198;24.6989;49.3215;0;0;3.89012;49.3215;20.5198;24.6989;0;0;0;0;0;0;0;0;0;0;0;0;0;1.50645e-07;0;1.81341e-07;6.61528;11.878;0;9.71765e-06;0;0;146418;3505.88;0.102203;0;0;-0.00573134;0
6;0.000338957;1.05022;12;33.4879;0;-2.17753;1.06193;35.5035;35.5035;928.182;0;0;0;0;10.5099;0;0;7850;90.5301;-9621.15;0;21296.6;23369.1;21.0862;21.0862;12.4366;0;-17.0257;-17.0257;12.4366;0;-0.118525;0;-10.5092;-0.118525;0;0;0;0.000532357;0.487306;0.448645;-0.935951;-0.734969;0.487306;0.247663;0;0;-0.97547;0.247663;-0.734969;0.487306;-0.00335339;-0.00335339;-0.00335339;42.862;39.0275;6.07209;29.3205;29.3205;0.825849;54.3063;15.6567;42.862;29.4429;0;0;-14.9666;29.4429;15.6567;42.862;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0667e-09;0;-7.19946e-09;6.91719;11.749;0;7.60701e-06;0;0;141927;3557.31;0.132332;0;0;-0.00573064;0
12;0.000677915;2.10044;1;50.7262;8.43376e-82;30.2953;3.12074;20.0553;20.0553;1120.61;0;0;0;0;2.83147;0;0;7850;42.1707;-819.404;0;15151.9;15174.1;54.4672;54.4672;35.6138;0;-41.0952;-41.0952;35.6138;0;-0.0681218;0;-2.83065;-0.0681218;0;0;0;0.000244375;1.22485;0.541987;-1.76684;0.52418;1.22485;-1.74903;0;0;0.403968;-1.74903;0.52418;1.22485;0.000440427;0.000440427;0.000440427;1.4116;-11.9738;-13.7036;-8.08859;-8.08859;-0.403314;17.8538;-13.2114;-11.9738;0.919457;0;0;2.68266;0.919457;-13.2114;-11.9738;0;0;0;0;0;0;0;0;0;0;0;0;0;1.44892e-08;0;-2.54961e-08;12.2611;10.0972;0;-2.3874e-05;0;0;159024;3361.54;-0.211614;0;0;0.0009164;0
